Make;Model;Variant;Start Year;End Year;Doors;Drivetrain;Body Type;Engine Size;Aspiration;Fuel Type;Transmission Type
Kia;Carnival;VQ;2006;2014;5-door;FWD;Minivan;2.7L/3.5L/3.8L/2.2L/2.9L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/5/6-Speed Automatic
Land Rover;Freelander;2 (L359);2006;2014;5-door;FWD/4WD;SUV;2.0L/3.2L/2.2L;Turbocharged/Naturally Aspirated;Petrol/Diesel;6-Speed Manual/6-Speed Automatic
Nissan;Skyline;V36;2006;2014;2-door/4-door;RWD/AWD;Sedan/Coupe/Convertible;2.5L/3.5L/3.7L;Naturally Aspirated;Petrol;5/7-Speed Automatic/6-Speed Manual
Suzuki;SX4;1st Gen (GY);2006;2014;4-door/5-door;FWD/AWD;Crossover/Sedan;1.5L/1.6L/2.0L/1.6L/1.9L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4-Speed Automatic/CVT
Toyota;FJ Cruiser;GSJ15 SUV;2006;2014;3-door;4WD;SUV;4.00L;Naturally Aspirated;Petrol;5-Speed Automatic
BYD;F3R;;2007;2014;5-door;FWD;Hatchback;1.5L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual
Chery;Karry (Yoyo);;2007;2014;5-door;FWD;Van;1.6L;Naturally Aspirated;Petrol;5-Speed Manual
Fiat;Bravo;T-Jet Sport;2007;2014;5-door;FWD;Hatchback;1.4L;Turbocharged;Petrol;6-Speed Manual
Ford;Edge;SEL;2007;2014;5-door;FWD/AWD;SUV;3.5L/3.7L;Naturally Aspirated;Petrol;6-Speed Automatic
Ford;Mondeo;Mk IV Titanium X Sport;2007;2014;4-door/5-door;FWD;Sedan/Hatchback/Wagon;2.0L/2.2L/2.5L;Turbocharged;Diesel/Petrol;6-Speed Manual/6-Speed Automatic/PowerShift
Ford;Mustang;S197 Shelby GT500;2007;2014;2-door;RWD;Coupe/Convertible;5.4L/5.8L;Supercharged;Petrol;6-Speed Manual
GAC;Changfeng;Liebao CS6;2007;2014;5-door;RWD/4WD;SUV;2.4L;Naturally Aspirated;Petrol;5-Speed Manual
Honda;Fit/Jazz;2nd Gen (GE);2007;2014;5-door;FWD;Hatchback;1.2L/1.3L/1.5L;Naturally Aspirated/Hybrid;Petrol/Hybrid;5/6-Speed Manual/5-Speed Automatic/CVT
Lexus;IS;F;2007;2014;4-door;RWD;Sedan;5.0L;Naturally Aspirated;Petrol;8-Speed Automatic
Mazda;Mazda2;DE 1.5;2007;2014;3-door/5-door;FWD;Hatchback;1.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Mercedes-AMG;CL-Class;CL 63 AMG;2007;2014;2-door;RWD;Coupe;5.5L/6.2L;Twin-Turbocharged/Naturally Aspirated;Petrol;7-Speed MCT
Mercedes-Benz;C-Class;W204;2007;2014;2-door/4-door/5-door;RWD/4Matic;Sedan/Wagon/Coupe;1.8L Inline 4 Cyl - 3.5L V6;Turbocharged/Naturally Aspirated;Petrol/Diesel;6-Speed Manual/7-Speed Auto
Mini;Clubman;R55 Cooper S;2007;2014;5-door;FWD;Wagon;1.6L;Turbocharged;Petrol;6-Speed Manual/6-Speed Automatic
Nissan;Murano;Z51;2007;2014;2-door/5-door;FWD/AWD;SUV/Convertible;2.5L/3.5L;Naturally Aspirated;Petrol/Diesel;CVT
Opel;Agila;B;2007;2014;5-door;FWD;MiniMPV;1.0L/1.2L/1.3L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Opel;Corsa;D OPC;2007;2014;3-door;FWD;Hatchback;1.6L;Turbocharged;Petrol;6-Speed Manual
Subaru;Impreza;3rd Gen (GE/GH/GR) WRX;2007;2014;4-door/5-door;AWD;Sedan/Hatchback;2.5L;Turbocharged;Petrol;5-Speed Manual
Audi;TTS;Mk2 (Typ 8J);2008;2014;2-door;Quattro;Coupe/Roadster;2.0L TFSI;Turbocharged;Petrol;6-Speed Manual/S tronic
BMW;X6;E71;2008;2014;5-door;AWD;SAC;3.0L Inline 6 Cyl/4.4L V8;Turbocharged;Petrol/Diesel;6/8-Speed Automatic
Dodge;Avenger;SXT;2008;2014;4-door;FWD;Sedan;2.4L/2.7L/3.5L/3.6L;Naturally Aspirated;Petrol;4/6-Speed Automatic
Ferrari;California;;2008;2014;2-door;RWD;Convertible;4.3L;Naturally Aspirated;Petrol;7-Speed Dual-Clutch
Honda;FCX Clarity;;2008;2014;4-door;FWD;Sedan;-;Fuel Cell;Hydrogen;1-Speed Automatic
Hyundai;Genesis;BH;2008;2014;4-door;RWD;Sedan;3.3L/3.8L/4.6L/5.0L;Naturally Aspirated;Petrol;6/8-Speed Automatic
Hyundai;i20;PB;2008;2014;3-door/5-door;FWD;Hatchback;1.2L/1.4L/1.6L/1.4L/1.6L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/4-Speed Automatic
Mini;Hatch;R56 John Cooper Works;2008;2014;3-door;FWD;Hatchback;1.6L;Turbocharged;Petrol;6-Speed Manual
Suzuki;Splash;;2008;2014;5-door;FWD;MiniMPV;1.0L/1.2L/1.3L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Audi;TT RS;Mk2 (Typ 8J);2009;2014;2-door;Quattro;Coupe/Roadster;2.5L I5;Turbocharged;Petrol;6-Speed Manual/7-Speed S tronic
BYD;G3;;2009;2014;4-door;FWD;Sedan;1.5L/1.8L;Naturally Aspirated;Petrol;5-Speed Manual/CVT
Chery;J1 (A1);;2009;2014;5-door;FWD;Hatchback;1.3L;Naturally Aspirated;Petrol;5-Speed Manual
Honda;Insight;2nd Gen;2009;2014;5-door;FWD;Liftback;1.3L;Hybrid;Petrol/Electric;CVT
Hyundai;Sonata;YF;2009;2014;4-door;FWD;Sedan;2.0L/2.4L;Naturally Aspirated/Turbocharged/Hybrid;Petrol/Hybrid;6-Speed Manual/6-Speed Automatic
Kia;Sorento;XM;2009;2014;5-door;FWD/AWD;SUV;2.4L/2.7L/3.5L/2.0L/2.2L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed Automatic
Nissan;Maxima;A35;2009;2014;4-door;FWD;Sedan;3.5L;Naturally Aspirated;Petrol;CVT
Smart;Fortwo Electric Drive;2 (451);2009;2014;2-door;RWD;Coupe/Cabrio;-;Electric;Electric;1-Speed Automatic
Subaru;Legacy;5th Gen (BM/BR);2009;2014;4-door/5-door;AWD;Sedan/Wagon;2.5L/3.6L;Naturally Aspirated/Turbocharged;Petrol;6-Speed Manual/CVT/5-Speed Automatic
Suzuki;Alto;HA25;2009;2014;5-door;FWD/4WD;Hatchback;658cc;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic/CVT
Abarth;Punto Evo;;2010;2014;3-door;FWD;Hatchback;1.4L;Turbocharged;Petrol;6-Speed Manual
Chery;J11 (Tiggo);;2010;2014;5-door;FWD;SUV;2.0L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Auto
GAC;Gonow;Aoosed G5;2010;2014;5-door;RWD/4WD;SUV;2.4L;Naturally Aspirated;Petrol;5-Speed Manual
GWM;C10;;2010;2014;5-door;FWD;Hatchback;1.3L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual/CVT
Mercedes-AMG;SLS AMG;;2010;2014;2-door;RWD;Coupe;6.2L;Naturally Aspirated;Petrol;7-Speed DCT
Mercedes-Benz;SLS AMG;;2010;2014;2-door;RWD;Coupe/Roadster;6.2L V8;Naturally Aspirated;Petrol;7-Speed DCT
Peugeot;Hoggar;;2010;2014;2-door;FWD;CoupeUtility;1.4L/1.6L;Naturally Aspirated;Petrol/Ethanol;5-Speed Manual
Volkswagen;Passat;B5.5 S/SE/Sport;2000;2005;4-door/5-door;FWD/4Motion;Sedan/Wagon;1.6L/1.8T/2.0L/2.8L V6;Naturally Aspirated/Turbocharged;Petrol;5/6-Speed Manual/5-Speed Tiptronic
Abarth;Punto Evo;Esseesse/Scorpione;2011;2014;3-door;FWD;Hatchback;1.4L;Turbocharged;Petrol;6-Speed Manual
BYD;G6;;2011;2014;4-door;FWD;Sedan;1.5T/2.0L;Turbocharged/Naturally Aspirated;Petrol;6-Speed DCT/5-Speed Manual
Chery;J3 (A3);;2011;2014;5-door;FWD;Hatchback;1.6L;Naturally Aspirated;Petrol;5-Speed Manual
Chrysler;200;;2011;2014;2-door/4-door;FWD;Sedan/Convertible;2.4L Inline 4 Cyl/3.6L V6;Naturally Aspirated;Petrol;4/6-Speed Automatic
JAC;Heyue RS;;2011;2014;5-door;FWD;CompactMPV;1.5L/1.8L;Naturally Aspirated;Petrol;5-Speed Manual
JAC;M300;;2011;2014;5-door;FWD;MPV;1.8L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Jaguar;XK;XKR-S;2011;2014;2-door;RWD;Coupe/Convertible;5.0L;Supercharged;Petrol;6-Speed Automatic
Mercedes-AMG;SLS AMG;Roadster;2011;2014;2-door;RWD;Roadster;6.2L;Naturally Aspirated;Petrol;7-Speed DCT
McLaren;MP4-12C;;2011;2014;2-door;RWD;Coupe;3.8L;Twin-Turbocharged;Petrol;7-Speed SSG
Renault;Fluence;Z.E.;2011;2014;4-door;FWD;Sedan;-;Electric;Electric;1-Speed Automatic
AC;378 GT;Zagato;2012;2014;2-door;RWD;Coupe;6.2L;Naturally Aspirated;Petrol;6-Speed Manual
Chrysler;300C;SRT8 (Gen 2);2012;2014;4-door;RWD;Sedan;6.4L V8;Naturally Aspirated;Petrol;5/8-Speed Automatic
McLaren;MP4-12C;Spider;2012;2014;2-door;RWD;Convertible;3.8L;Twin-Turbocharged;Petrol;7-Speed SSG
BYD;Si Rui;;2013;2014;4-door;FWD;Sedan;1.5T;Turbocharged;Petrol;6-Speed DCT
Lamborghini;Veneno;;2013;2014;2-door;AWD;Coupe/Roadster;6.5L;Naturally Aspirated;Petrol;7-Speed ISR
Mercedes-AMG;SLS AMG;Black Series;2013;2014;2-door;RWD;Coupe;6.2L;Naturally Aspirated;Petrol;7-Speed DCT
Infiniti;Q;Q50 3.7/2.0t;2014;2018;4-door;RWD/AWD;Sedan;3.7L/2.0L;Naturally Aspirated/Turbocharged;Petrol;7-Speed Automatic
Infiniti;Q;Q70 3.7/5.6;2014;2019;4-door;RWD/AWD;Sedan;3.7L/5.6L;Naturally Aspirated/Hybrid;Petrol/Hybrid;7-Speed Automatic
Smart;Forfour;2 (453) Prime;2014;2019;5-door;RWD;Hatchback;0.9L/1.0L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/6-Speed DCT
Smart;Fortwo;3 (453) Prime;2014;2019;2-door;RWD;Coupe/Cabrio;0.9L/1.0L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/6-Speed DCT
GAC;Trumpchi;GA3S;2014;2019;4-door;FWD;Sedan;1.3L/1.6L;Turbocharged/Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
GAC;Trumpchi;GA6;2014;Present;4-door;FWD;Sedan;1.5L/1.6L/1.8L;Turbocharged;Petrol;5-Speed Manual/7-Speed DCT/6-Speed AT
Infiniti;Q;Q60;2014;2015;2-door;RWD/AWD;Coupe/Convertible;3.7L;Naturally Aspirated;Petrol;7-Speed Automatic
Infiniti;QX;QX50;2014;2017;5-door;RWD/AWD;CrossoverSUV;3.7L;Naturally Aspirated;Petrol;7-Speed Automatic
Infiniti;QX;QX60;2014;2021;5-door;FWD/AWD;CrossoverSUV;3.5L/2.5L;Naturally Aspirated/Supercharged Hybrid;Petrol/Hybrid;CVT
Infiniti;QX;QX70;2014;2017;5-door;RWD/AWD;CrossoverSUV;3.7L/5.0L;Naturally Aspirated;Petrol;7-Speed Automatic
Infiniti;QX;QX80;2014;Present;5-door;RWD/4WD;SUV;5.6L;Naturally Aspirated;Petrol;7-Speed Automatic
Nissan;Navara;D22;1997;2015;2-door/4-door;RWD/4WD;Pickup;2.0L/2.4L/3.0L/3.3L/2.5L/2.7L/3.0L/3.2L;Naturally Aspirated/Turbocharged/Supercharged;Petrol/Diesel;5-Speed Manual/4-Speed Automatic
Chery;QQ (QQ3);;2003;2015;5-door;FWD;Hatchback;0.8L/1.0L/1.1L;Naturally Aspirated;Petrol;5-Speed Manual/Automated Manual
Ford;Everest;Limited;2003;2015;5-door;RWD/4WD;SUV;2.5L/2.6L/3.0L;Turbocharged/Naturally Aspirated;Diesel/Petrol;5-Speed Manual/5-Speed Automatic
GAC;Changfeng;Liebao Heijin Gang;2003;2015;5-door;4WD;SUV;2.2L/2.4L/2.5L/3.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual
Nissan;Titan;A60;2003;2015;2-door/4-door;RWD/4WD;Pickup;5.6L;Naturally Aspirated;Petrol;5-Speed Automatic
Nissan;Navara;D40;2004;2015;2-door/4-door;RWD/4WD;Pickup;2.5L/4.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/5-Speed Automatic
SEAT;Altea;;2004;2015;5-door;FWD;CompactMPV;1.2L-2.0L;Turbocharged/Naturally Aspirated;Petrol/Diesel;5/6-Speed Manual/6/7-Speed DSG
Audi;Q7;Typ 4L;2005;2015;5-door;Quattro;SUV;3.6L V6/4.2L V8/3.0L TDI/4.2L TDI/6.0L V12 TDI;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Tiptronic
Mazda;MX-5 Miata;NC 2.0;2005;2015;2-door;RWD;Roadster/PRHT;2.0L;Naturally Aspirated;Petrol;5/6-Speed Manual/6-Speed Automatic
Mitsubishi;L200/Triton;4th Gen;2005;2015;2-door/4-door;RWD/4WD;Pickup;2.4L/3.5L/2.5L/3.2L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4/5-Speed Automatic
Nissan;Xterra;N50;2005;2015;5-door;RWD/4WD;SUV;4.0L;Naturally Aspirated;Petrol;6-Speed Manual/5-Speed Automatic
Toyota;Hilux;AN10 Double Cab;2005;2015;4-door;4WD;PickupTruck;2.50L;Turbocharged;Diesel;5-Speed Manual
Toyota;Tacoma;N220 Double Cab TRD Sport;2005;2015;4-door;4WD;PickupTruck;4.00L;Naturally Aspirated;Petrol;5-Speed Automatic
Audi;R8;Typ 42;2006;2015;2-door;Quattro;Coupe/Spyder;4.2L V8/5.2L V10;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed R tronic
Chery;V5 (Eastar Cross);;2006;2015;5-door;FWD;MPV;1.8L/2.0L/2.4L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Auto
Opel;Antara;;2006;2015;5-door;FWD/AWD;SUV;2.0L/2.2L/2.4L/3.2L;Turbocharged/Naturally Aspirated;Diesel/Petrol;5/6-Speed Manual/5/6-Speed Automatic
Proton;Satria;Neo;2006;2015;3-door;FWD;Hatchback;1.3L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
SEAT;Altea;XL;2006;2015;5-door;FWD;CompactMPV;1.2L-2.0L;Turbocharged/Naturally Aspirated;Petrol/Diesel;5/6-Speed Manual/6/7-Speed DSG
Chery;A1;;2007;2015;5-door;FWD;Hatchback;1.3L;Naturally Aspirated;Petrol;5-Speed Manual/Automated Manual
Jaguar;XF;X250 Luxury;2007;2015;4-door;RWD;Sedan;3.0L/2.7L/3.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Automatic
Mazda;CX-9;TB 3.7 V6;2007;2015;5-door;FWD/AWD;SUV;3.7L;Naturally Aspirated;Petrol;6-Speed Automatic
Nissan;Rogue;S35;2007;2015;5-door;FWD/AWD;SUV;2.5L;Naturally Aspirated;Petrol;CVT
Renault;Koleos;Dynamique;2007;2015;5-door;FWD/4WD;SUV;2.0L/2.5L;Naturally Aspirated/Turbocharged;Petrol/Diesel;6-Speed Manual/CVT
Renault;Laguna;III GT;2007;2015;5-door;FWD;Hatchback/Wagon/Coupe;2.0L;Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed Automatic
SEAT;Altea;Freetrack;2007;2015;5-door;FWD/AWD;CrossoverMPV;1.4L/2.0L;Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed DSG
Abarth;500;Custom;2008;2015;3-door;FWD;Hatchback;1.4L;Turbocharged;Petrol;5-Speed Manual
BYD;F0;;2008;2015;5-door;FWD;Hatchback;1.0L;Naturally Aspirated;Petrol;5-Speed Manual
Chery;A3 (M11);;2008;2015;4-door/5-door;FWD;Sedan/Hatchback;1.6L/1.8L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Auto
Mercedes-AMG;C-Class;C 63 AMG (W204);2008;2015;2-door/4-door/5-door;RWD;Sedan/Coupe/Wagon;6.2L;Naturally Aspirated;Petrol;7-Speed MCT
Mercedes-Benz;GLK-Class;X204;2008;2015;5-door;RWD/4Matic;SUV;3.0L/3.5L V6/2.1L Diesel;Naturally Aspirated;Petrol/Diesel;7-Speed Automatic
Ferrari;458;Italia;2009;2015;2-door;RWD;Berlinetta;4.5L;Naturally Aspirated;Petrol;7-Speed Dual-Clutch
Hyundai;Tucson;LM;2009;2015;5-door;FWD/AWD;SUV;1.6L/2.0L/2.4L/1.7L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/6-Speed Automatic
Jaguar;XF;X250 XFR;2009;2015;4-door;RWD;Sedan;5.0L;Supercharged;Petrol;6-Speed Automatic
Lexus;IS;C;2009;2015;2-door;RWD;Convertible;2.5L/3.5L;Naturally Aspirated;Petrol;6-Speed Automatic
Mini;Convertible;R57 Cooper;2009;2015;2-door;FWD;Convertible;1.6L;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed Automatic
Peugeot;RCZ;GT;2009;2015;2-door;FWD;Coupe;1.6L/2.0L;Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed Automatic
Toyota;Prius;XW30 Liftback;2009;2015;5-door;FWD;Hatchback;1.80L;Naturally Aspirated;Hybrid;CVT
Audi;RS 5;8T/8F;2010;2015;2-door;Quattro;Coupe/Cabriolet;4.2L V8;Naturally Aspirated;Petrol;7-Speed S tronic
BYD;L3;;2010;2015;4-door;FWD;Sedan;1.5L/1.8L;Naturally Aspirated/Turbocharged;Petrol;5/6-Speed Manual/6-Speed DCT
Chevrolet;Camaro;(Gen 5);2010;2015;2-door;RWD;Coupe/Convertible;3.6L V6/6.2L V8;Naturally Aspirated/Supercharged;Petrol;6-Speed Manual/6-Speed Auto
Citroën;DS4;;2010;2015;5-door;FWD;Hatchback;1.6L THP/1.6L e-HDi;Turbocharged;Petrol/Diesel;6-Speed Manual/6-Speed EGS
Honda;Crosstour;;2010;2015;5-door;FWD/AWD;Crossover;2.4L/3.5L;Naturally Aspirated;Petrol;5/6-Speed Automatic
Hyundai;Elantra;MD/UD;2010;2015;2-door/4-door;FWD;Sedan/Coupe;1.6L/1.8L;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed Automatic
Kia;Optima;TF;2010;2015;4-door;FWD;Sedan;2.0L/2.4L;Naturally Aspirated/Turbocharged/Hybrid;Petrol/Hybrid;6-Speed Manual/6-Speed Automatic
Kia;Sportage;SL;2010;2015;5-door;FWD/AWD;SUV;1.6L/2.0L/2.4L/1.7L/2.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5/6-Speed Manual/6-Speed Automatic
Mahindra;Maxximo;;2010;2015;2-door;RWD;MiniTruck;0.9L;Naturally Aspirated;Diesel;4-Speed Manual
Proton;Inspira;;2010;2015;4-door;FWD;Sedan;1.8L/2.0L;Naturally Aspirated;Petrol;5-Speed Manual/CVT
Citroën;DS5;;2011;2015;5-door;FWD/AWD;Hatchback;1.6L THP/2.0L HDi/Hybrid4;Turbocharged;Petrol/Diesel/Hybrid;6-Speed Auto/EGS
Ferrari;458;Spider;2011;2015;2-door;RWD;Spider;4.5L;Naturally Aspirated;Petrol;7-Speed Dual-Clutch
Maserati;GranTurismo;MC Stradale;2011;2015;2-door;RWD;Coupe;4.7L;Naturally Aspirated;Petrol;6-Speed MC Race Shift
Opel;Ampera;;2011;2015;5-door;FWD;Hatchback;1.4L;Range Extender;Petrol/Electric;1-Speed Automatic
FAW;Oley;;2012;2015;4-door/5-door;FWD;Sedan/Hatchback;1.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
FAW;Vita V5;;2012;2015;4-door;FWD;Sedan;1.5L;Naturally Aspirated;Petrol;5-Speed Manual
Mini;Coupe;R58 John Cooper Works;2012;2015;2-door;FWD;Coupe;1.6L;Turbocharged;Petrol;6-Speed Manual/6-Speed Automatic
Mini;Roadster;R59 Cooper S;2012;2015;2-door;FWD;Roadster;1.6L;Turbocharged;Petrol;6-Speed Manual/6-Speed Automatic
Ashok Leyland;Stile;LS;2013;2015;5-door;FWD;MPV;1.5L;Turbocharged;Diesel;5-Speed Manual
Ashok Leyland;Stile;LE;2013;2015;5-door;FWD;MPV;1.5L;Turbocharged;Diesel;5-Speed Manual
Ashok Leyland;Stile;LX;2013;2015;5-door;FWD;MPV;1.5L;Turbocharged;Diesel;5-Speed Manual
Ashok Leyland;Stile;JS;2013;2015;5-door;FWD;MPV;1.5L;Turbocharged;Diesel;5-Speed Manual
Ashok Leyland;Stile;GS;2013;2015;5-door;FWD;MPV;1.5L;Turbocharged;Diesel;5-Speed Manual
Ferrari;458;Speciale;2013;2015;2-door;RWD;Berlinetta;4.5L;Naturally Aspirated;Petrol;7-Speed Dual-Clutch
GAC;Gonow;Starry;2013;2015;5-door;FWD;CompactMPV;1.5L;Naturally Aspirated;Petrol;5-Speed Manual
McLaren;P1;;2013;2015;2-door;RWD;Coupe;3.8L;Twin-Turbocharged Hybrid;Petrol/Electric;7-Speed SSG
Peugeot;RCZ;R;2013;2015;2-door;FWD;Coupe;1.6L;Turbocharged;Petrol;6-Speed Manual
Bentley;Continental GT3-R;;2014;2015;2-door;AWD;Coupe;4.0L V8;Twin-Turbo;Petrol;8-Speed Automatic
Tata;Movus;;2014;2015;5-door;RWD;MUV;2.2L;Turbocharged;Diesel;5-Speed Manual
Infiniti;Q;Q40;2015;2015;4-door;RWD/AWD;Sedan;3.7L;Naturally Aspirated;Petrol;7-Speed Automatic
GAC;Trumpchi;GA8;2015;Present;4-door;FWD;Sedan;1.8L/2.0L;Turbocharged;Petrol;6-Speed Automatic
GAC;Trumpchi;GS4;2015;Present;5-door;FWD;CompactSUV;1.3L/1.5L/1.5L;Turbocharged/Hybrid;Petrol/Hybrid;6-Speed Manual/6-Speed AT/7-Speed DCT
Land Rover;Defender;110;1983;2016;2-door/4-door/5-door;4WD;SUV/Pickup/Wagon;2.3L-4.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5/6-Speed Manual/4-Speed Automatic
Land Rover;Defender;130;1983;2016;4-door;4WD;CrewCabPickup;2.5L/3.5L;Turbocharged/Naturally Aspirated;Diesel/Petrol;5-Speed Manual
Land Rover;Defender;90;1984;2016;2-door/3-door;4WD;SUV/Pickup/SoftTop;2.3L-4.0L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/5/6-Speed Manual/4-Speed Automatic
Fiat;Siena;;1996;2016;4-door;FWD;Sedan;1.0L-1.8L;Naturally Aspirated;Petrol/Ethanol;5-Speed Manual
Nissan;Patrol;Y61;1997;2016;2-door/4-door;4WD;SUV/Pickup;4.5L/4.8L/2.8L/3.0L/4.2L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual/4/5-Speed Automatic
Suzuki;MR Wagon;;2001;2016;5-door;FWD/4WD;KeiCar;658cc;Naturally Aspirated/Turbocharged;Petrol;4-Speed Automatic/CVT
Volvo;XC70;D5;2002;2016;5-door;AWD;Wagon;2.4L;Turbocharged;Diesel;5/6-Speed Geartronic
Aston Martin;DB9;;2004;2016;2-door;RWD;Coupe;5.9L V12;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed Touchtronic 2
Aston Martin;DB9;Volante;2004;2016;2-door;RWD;Convertible;5.9L V12;Naturally Aspirated;Petrol;6-Speed Manual/6-Speed Touchtronic 2
Ford;Territory;Ghia;2004;2016;5-door;RWD/AWD;SUV;4.0L/2.7L;Naturally Aspirated/Turbocharged;Petrol/Diesel;4/6-Speed Automatic
Mercedes-AMG;SLK-Class;SLK 55 AMG;2004;2016;2-door;RWD;Roadster;5.4L;Naturally Aspirated;Petrol;7-Speed Automatic
Chery;Tiggo (Tiggo 3);;2005;2016;5-door;FWD/AWD;SUV;1.6L/2.0L/2.4L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Auto/CVT
JMC-Landwind;X6;;2005;2016;5-door;RWD/4WD;SUV;2.0L/2.8L;Naturally Aspirated/Turbocharged;Petrol/Diesel;5-Speed Manual
Daihatsu;Be-go;;2006;2016;5-door;RWD/4WD;MiniSUV;1.3L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Daihatsu;Materia;;2006;2016;5-door;FWD;MiniMPV;1.3L/1.5L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Audi;A5;8T/8F;2007;2016;2-door;FWD/Quattro;Coupe/Cabriolet/Sportback;1.8L TFSI/2.0L TFSI/3.2L V6;Turbocharged/Naturally Aspirated;Petrol/Diesel;6-Speed Manual/Multitronic/S tronic
Audi;S5;8T/8F;2007;2016;2-door;Quattro;Coupe/Cabriolet/Sportback;4.2L V8/3.0L V6 TFSI;Naturally Aspirated/Supercharged;Petrol;6-Speed Manual/Tiptronic/S tronic
Mercedes-AMG;E-Class;E 63 AMG (W211/W212);2007;2016;4-door/5-door;RWD/AWD;Sedan/Wagon;5.5L/6.2L;Twin-Turbocharged/Naturally Aspirated;Petrol;7-Speed MCT
Mitsubishi;Lancer Evolution;X;2007;2016;4-door;AWD;Sedan;2.0L;Turbocharged;Petrol;5-Speed Manual/6-Speed TC-SST
Proton;Persona;;2007;2016;4-door;FWD;Sedan;1.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Rolls-Royce;Phantom;Drophead Coupé;2007;2016;2-door;RWD;Convertible;6.8L;Naturally Aspirated;Petrol;6-Speed Automatic
Hyundai;Genesis Coupe;BK;2008;2016;2-door;RWD;Coupe;2.0L/3.8L;Turbocharged/Naturally Aspirated;Petrol;6-Speed Manual/5/6/8-Speed Automatic
Proton;Saga;BLM;2008;2016;4-door;FWD;Sedan;1.3L/1.6L;Naturally Aspirated;Petrol;5-Speed Manual/4-Speed Automatic
Rolls-Royce;Phantom;Coupé;2008;2016;2-door;RWD;Coupe;6.8L;Naturally Aspirated;Petrol;6-Speed Automatic
Tata;Sumo;Grande;2008;2016;5-door;RWD;MUV;2.2L;Turbocharged;Diesel;5-Speed Manual
AC;Cobra;Mk VI GT;2009;2016;2-door;RWD;Roadster;6.2L;Naturally Aspirated;Petrol;6-Speed Manual
AC;Cobra;Mk VI GTS;2009;2016;2-door;RWD;Roadster;6.2L;Supercharged;Petrol;6-Speed Manual
BMW;Z4;E89;2009;2016;2-door;RWD;Roadster;2.0L/2.5L/3.0L;Naturally Aspirated/Turbocharged;Petrol;6-Speed Manual/7-Speed DCT/8-Speed Auto
Citroën;C3;(Gen 2);2009;2016;5-door;FWD;Hatchback;1.1L/1.4L VTi/1.6L VTi;Naturally Aspirated;Petrol/Diesel;5-Speed Manual/4-Speed Auto
GAC;Changfeng;Liebao Feiteng;2009;2016;5-door;4WD;SUV;2.0L;Naturally Aspirated;Petrol;5-Speed Manual
Hyundai;Equus;VI;2009;2016;4-door;RWD;Sedan;3.8L/4.6L/5.0L;Naturally Aspirated;Petrol;6/8-Speed Automatic
Land Rover;Discovery;4 (LR4) SDV6;2009;2016;5-door;4WD;SUV;3.0L;Twin-Turbocharged;Diesel;6/8-Speed Automatic
